73
4 (20, 16)
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.0003
    weight_decay: 0
)
Model initialization complete.
Training START
-len(train_loader)- 8007
iter 100:, hard_loss_metric=0.67741048, full_loss_metric=0.22981611, full_loss_num=1003664.18750000, mean_dist=0.46968567, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.171
iter 14200:, hard_loss_metric=0.60973185, full_loss_metric=0.21304233, full_loss_num=90201.47656250, mean_dist=2.83997488, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.881

iter 14300:, hard_loss_metric=0.61024165, full_loss_metric=0.21456662, full_loss_num=89046.64843750, mean_dist=2.86004424, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.873

iter 14400:, hard_loss_metric=0.61189532, full_loss_metric=0.21349853, full_loss_num=91427.02343750, mean_dist=2.83483744, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.885

iter 14500:, hard_loss_metric=0.61053133, full_loss_metric=0.21349292, full_loss_num=90492.02343750, mean_dist=2.83965516, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.877

iter 14600:, hard_loss_metric=0.61105925, full_loss_metric=0.21355893, full_loss_num=89833.02343750, mean_dist=2.85701752, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.880

iter 14700:, hard_loss_metric=0.61132568, full_loss_metric=0.21357450, full_loss_num=90356.82812500, mean_dist=2.84816384, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.885

iter 14800:, hard_loss_metric=0.60977286, full_loss_metric=0.21303938, full_loss_num=89325.15625000, mean_dist=2.86072779, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.881

iter 14900:, hard_loss_metric=0.61057764, full_loss_metric=0.21411848, full_loss_num=89147.96875000, mean_dist=2.86291480, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.880

0:21:31.915195
iter 15000:, hard_loss_metric=0.60443640, full_loss_metric=0.21319927, full_loss_num=87130.25000000, mean_dist=2.88014007, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.877

iter 15100:, hard_loss_metric=0.60722083, full_loss_metric=0.21336412, full_loss_num=89275.02343750, mean_dist=2.86863399, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.883

iter 15200:, hard_loss_metric=0.60729742, full_loss_metric=0.21364328, full_loss_num=88580.82812500, mean_dist=2.87629819, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.882

iter 15300:, hard_loss_metric=0.60943705, full_loss_metric=0.21444900, full_loss_num=88747.60156250, mean_dist=2.87323070, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.883

iter 15400:, hard_loss_metric=0.60532469, full_loss_metric=0.21369559, full_loss_num=88980.00781250, mean_dist=2.87780309, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.882

iter 15500:, hard_loss_metric=0.60559458, full_loss_metric=0.21355860, full_loss_num=87670.82031250, mean_dist=2.87636447, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.885

iter 15600:, hard_loss_metric=0.60479903, full_loss_metric=0.21405075, full_loss_num=86566.95312500, mean_dist=2.89590240, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.884

iter 15700:, hard_loss_metric=0.60559309, full_loss_metric=0.21401617, full_loss_num=86477.59375000, mean_dist=2.90297580, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.880

iter 15800:, hard_loss_metric=0.60114950, full_loss_metric=0.21331413, full_loss_num=86782.64062500, mean_dist=2.89547396, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.878

iter 15900:, hard_loss_metric=0.60136640, full_loss_metric=0.21366562, full_loss_num=87302.45312500, mean_dist=2.89883327, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.887

0:21:31.171766
iter 16000:, hard_loss_metric=0.59787077, full_loss_metric=0.21293795, full_loss_num=85358.14062500, mean_dist=2.91149807, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.884

iter 16100:, hard_loss_metric=0.60006887, full_loss_metric=0.21291715, full_loss_num=87337.42968750, mean_dist=2.90191007, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.883

iter 16200:, hard_loss_metric=0.59953767, full_loss_metric=0.21362545, full_loss_num=86258.89843750, mean_dist=2.92295837, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.884

iter 16300:, hard_loss_metric=0.60261697, full_loss_metric=0.21418971, full_loss_num=85929.64843750, mean_dist=2.92082834, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.887

iter 16400:, hard_loss_metric=0.60182893, full_loss_metric=0.21382216, full_loss_num=86409.64843750, mean_dist=2.92002749, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.891

iter 16500:, hard_loss_metric=0.59674990, full_loss_metric=0.21323681, full_loss_num=86449.47656250, mean_dist=2.92270184, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.886

iter 16600:, hard_loss_metric=0.59613127, full_loss_metric=0.21373159, full_loss_num=84475.00000000, mean_dist=2.93048787, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.887

iter 16700:, hard_loss_metric=0.59678870, full_loss_metric=0.21374768, full_loss_num=85726.75000000, mean_dist=2.93104029, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.888

iter 16800:, hard_loss_metric=0.59998232, full_loss_metric=0.21396676, full_loss_num=86317.96093750, mean_dist=2.91925526, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.886

iter 16900:, hard_loss_metric=0.59527582, full_loss_metric=0.21347463, full_loss_num=82997.00781250, mean_dist=2.93878913, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.885

0:21:31.861023
iter 17000:, hard_loss_metric=0.59408271, full_loss_metric=0.21263151, full_loss_num=85408.03125000, mean_dist=2.91866922, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.884

iter 17100:, hard_loss_metric=0.59306192, full_loss_metric=0.21353158, full_loss_num=84029.15625000, mean_dist=2.94926643, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.885

iter 17200:, hard_loss_metric=0.59123921, full_loss_metric=0.21330397, full_loss_num=83778.86718750, mean_dist=2.94908142, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.886

iter 17300:, hard_loss_metric=0.59841299, full_loss_metric=0.21429864, full_loss_num=85029.78906250, mean_dist=2.94034481, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.886

iter 17400:, hard_loss_metric=0.59640199, full_loss_metric=0.21421510, full_loss_num=83119.32031250, mean_dist=2.95825863, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.888

iter 17500:, hard_loss_metric=0.59201813, full_loss_metric=0.21342289, full_loss_num=85212.27343750, mean_dist=2.93926716, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.888

iter 17600:, hard_loss_metric=0.59233630, full_loss_metric=0.21296932, full_loss_num=83902.47656250, mean_dist=2.94720554, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.888

iter 17700:, hard_loss_metric=0.58826756, full_loss_metric=0.21301310, full_loss_num=83070.00781250, mean_dist=2.96034217, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.884

iter 17800:, hard_loss_metric=0.59126014, full_loss_metric=0.21363857, full_loss_num=83067.38281250, mean_dist=2.95834446, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.883

iter 17900:, hard_loss_metric=0.58805323, full_loss_metric=0.21341771, full_loss_num=81777.30468750, mean_dist=2.96101689, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.886

0:21:31.852263
iter 18000:, hard_loss_metric=0.58949018, full_loss_metric=0.21334398, full_loss_num=83113.88281250, mean_dist=2.96776342, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.887

iter 18100:, hard_loss_metric=0.58802080, full_loss_metric=0.21334687, full_loss_num=83347.86718750, mean_dist=2.97006798, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 18200:, hard_loss_metric=0.59073555, full_loss_metric=0.21372734, full_loss_num=82767.59375000, mean_dist=2.97320247, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.886

iter 18300:, hard_loss_metric=0.58330113, full_loss_metric=0.21301228, full_loss_num=80385.15625000, mean_dist=2.98617530, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.891

iter 18400:, hard_loss_metric=0.58583575, full_loss_metric=0.21386638, full_loss_num=83270.76562500, mean_dist=2.97388339, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.883

iter 18500:, hard_loss_metric=0.58805621, full_loss_metric=0.21276434, full_loss_num=84375.60156250, mean_dist=2.95770049, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 18600:, hard_loss_metric=0.58999121, full_loss_metric=0.21426862, full_loss_num=82034.47656250, mean_dist=2.98034239, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.889

iter 18700:, hard_loss_metric=0.58754218, full_loss_metric=0.21290140, full_loss_num=83588.04687500, mean_dist=2.96913981, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 18800:, hard_loss_metric=0.58744895, full_loss_metric=0.21329834, full_loss_num=81429.67187500, mean_dist=2.97792077, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 18900:, hard_loss_metric=0.58369130, full_loss_metric=0.21274364, full_loss_num=82205.39843750, mean_dist=2.98684502, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.888

0:21:34.249791
iter 19000:, hard_loss_metric=0.58638370, full_loss_metric=0.21379411, full_loss_num=81252.75781250, mean_dist=2.99308085, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.887

iter 19100:, hard_loss_metric=0.58453882, full_loss_metric=0.21309450, full_loss_num=82572.35937500, mean_dist=2.98719907, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.887

iter 19200:, hard_loss_metric=0.58362478, full_loss_metric=0.21390964, full_loss_num=80003.28906250, mean_dist=3.01041889, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 19300:, hard_loss_metric=0.58289111, full_loss_metric=0.21361142, full_loss_num=80662.32812500, mean_dist=3.00855279, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.895

iter 19400:, hard_loss_metric=0.58197594, full_loss_metric=0.21262112, full_loss_num=81132.46875000, mean_dist=3.00603414, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.887

iter 19500:, hard_loss_metric=0.57964772, full_loss_metric=0.21326274, full_loss_num=80200.50781250, mean_dist=3.01544833, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.893

iter 19600:, hard_loss_metric=0.58385438, full_loss_metric=0.21365587, full_loss_num=81262.11718750, mean_dist=3.00934792, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

iter 19700:, hard_loss_metric=0.58253485, full_loss_metric=0.21391806, full_loss_num=80529.83593750, mean_dist=3.01288962, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.891

iter 19800:, hard_loss_metric=0.58200192, full_loss_metric=0.21354716, full_loss_num=82358.00781250, mean_dist=3.00259686, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.896

iter 19900:, hard_loss_metric=0.57513624, full_loss_metric=0.21242255, full_loss_num=80070.64843750, mean_dist=3.01269627, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.890

0:21:33.681306
iter 20000:, hard_loss_metric=0.58089268, full_loss_metric=0.21331441, full_loss_num=80235.61718750, mean_dist=3.01306772, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.893

iter 20100:, hard_loss_metric=0.57788551, full_loss_metric=0.21364312, full_loss_num=79290.72656250, mean_dist=3.02888131, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.896

iter 20200:, hard_loss_metric=0.57662141, full_loss_metric=0.21308117, full_loss_num=79429.52343750, mean_dist=3.01799798, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

iter 20300:, hard_loss_metric=0.57970077, full_loss_metric=0.21412551, full_loss_num=78677.38281250, mean_dist=3.03551412, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.890

iter 20400:, hard_loss_metric=0.57721496, full_loss_metric=0.21233025, full_loss_num=80181.97656250, mean_dist=3.02211428, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 20500:, hard_loss_metric=0.57634676, full_loss_metric=0.21298768, full_loss_num=79692.64843750, mean_dist=3.03018403, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 20600:, hard_loss_metric=0.57925135, full_loss_metric=0.21320501, full_loss_num=81252.92187500, mean_dist=3.02232718, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.888

iter 20700:, hard_loss_metric=0.57547086, full_loss_metric=0.21352123, full_loss_num=77950.67187500, mean_dist=3.04837656, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

iter 20800:, hard_loss_metric=0.57300287, full_loss_metric=0.21309859, full_loss_num=77687.43750000, mean_dist=3.05064034, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.890

iter 20900:, hard_loss_metric=0.57662410, full_loss_metric=0.21334532, full_loss_num=79287.47656250, mean_dist=3.03909016, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.891

0:21:34.265334
iter 21000:, hard_loss_metric=0.57321376, full_loss_metric=0.21292584, full_loss_num=79016.62500000, mean_dist=3.03128457, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.895

iter 21100:, hard_loss_metric=0.57506704, full_loss_metric=0.21329805, full_loss_num=79167.56250000, mean_dist=3.04324794, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.895

iter 21200:, hard_loss_metric=0.57073396, full_loss_metric=0.21261688, full_loss_num=76718.85937500, mean_dist=3.06068182, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.892

iter 21300:, hard_loss_metric=0.57308209, full_loss_metric=0.21308158, full_loss_num=79688.20312500, mean_dist=3.04674125, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.897

iter 21400:, hard_loss_metric=0.57270598, full_loss_metric=0.21322680, full_loss_num=77866.52343750, mean_dist=3.06456399, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

iter 21500:, hard_loss_metric=0.57253176, full_loss_metric=0.21319170, full_loss_num=77493.58593750, mean_dist=3.06150723, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.891

iter 21600:, hard_loss_metric=0.57501930, full_loss_metric=0.21329623, full_loss_num=79147.38281250, mean_dist=3.04710698, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.896

iter 21700:, hard_loss_metric=0.57103056, full_loss_metric=0.21313958, full_loss_num=77684.50781250, mean_dist=3.05965328, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.895

iter 21800:, hard_loss_metric=0.57515031, full_loss_metric=0.21380821, full_loss_num=78555.10937500, mean_dist=3.05904102, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

iter 21900:, hard_loss_metric=0.56755805, full_loss_metric=0.21300238, full_loss_num=76530.14062500, mean_dist=3.07051396, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

0:21:36.707041
iter 22000:, hard_loss_metric=0.56988776, full_loss_metric=0.21306068, full_loss_num=78200.60937500, mean_dist=3.06264710, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.893

iter 22100:, hard_loss_metric=0.56523436, full_loss_metric=0.21233314, full_loss_num=77105.56250000, mean_dist=3.07256722, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

iter 22200:, hard_loss_metric=0.56702191, full_loss_metric=0.21283381, full_loss_num=78448.20312500, mean_dist=3.07121277, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.902

iter 22300:, hard_loss_metric=0.56837672, full_loss_metric=0.21305645, full_loss_num=76879.92187500, mean_dist=3.07244754, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.895

iter 22400:, hard_loss_metric=0.57186866, full_loss_metric=0.21313953, full_loss_num=78606.09375000, mean_dist=3.07112575, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 22500:, hard_loss_metric=0.56912297, full_loss_metric=0.21253441, full_loss_num=77883.64062500, mean_dist=3.06836915, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 22600:, hard_loss_metric=0.57288283, full_loss_metric=0.21401639, full_loss_num=77952.83593750, mean_dist=3.07985473, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.893

iter 22700:, hard_loss_metric=0.56465328, full_loss_metric=0.21271712, full_loss_num=76244.45312500, mean_dist=3.08626890, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 22800:, hard_loss_metric=0.56754315, full_loss_metric=0.21330452, full_loss_num=77113.29687500, mean_dist=3.08027172, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 22900:, hard_loss_metric=0.56833273, full_loss_metric=0.21300514, full_loss_num=76824.68750000, mean_dist=3.08201075, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.895

0:21:37.045603
iter 23000:, hard_loss_metric=0.56762075, full_loss_metric=0.21323279, full_loss_num=77207.67187500, mean_dist=3.08576965, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.894

iter 23100:, hard_loss_metric=0.56342870, full_loss_metric=0.21345066, full_loss_num=75431.71875000, mean_dist=3.10376596, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.896

iter 23200:, hard_loss_metric=0.56872702, full_loss_metric=0.21351697, full_loss_num=75640.15625000, mean_dist=3.09146762, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.897

iter 23300:, hard_loss_metric=0.56571692, full_loss_metric=0.21266019, full_loss_num=77258.92187500, mean_dist=3.08557606, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 23400:, hard_loss_metric=0.56158906, full_loss_metric=0.21226919, full_loss_num=76135.39843750, mean_dist=3.09632421, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.902

iter 23500:, hard_loss_metric=0.56534201, full_loss_metric=0.21336508, full_loss_num=75287.40625000, mean_dist=3.10025716, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.900

iter 23600:, hard_loss_metric=0.56435430, full_loss_metric=0.21314614, full_loss_num=75601.00781250, mean_dist=3.10568905, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 23700:, hard_loss_metric=0.56218737, full_loss_metric=0.21297482, full_loss_num=76742.53125000, mean_dist=3.10394645, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 23800:, hard_loss_metric=0.56344122, full_loss_metric=0.21331909, full_loss_num=76311.67187500, mean_dist=3.10031056, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.896

iter 23900:, hard_loss_metric=0.56393850, full_loss_metric=0.21291979, full_loss_num=76099.35937500, mean_dist=3.10094476, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.897

0:21:40.314086
iter 24000:, hard_loss_metric=0.56102127, full_loss_metric=0.21288477, full_loss_num=74632.99218750, mean_dist=3.11845303, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 24100:, hard_loss_metric=0.56258130, full_loss_metric=0.21347557, full_loss_num=75599.17968750, mean_dist=3.12238073, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 24200:, hard_loss_metric=0.56073493, full_loss_metric=0.21268386, full_loss_num=75251.38281250, mean_dist=3.12066841, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.897

iter 24300:, hard_loss_metric=0.55769151, full_loss_metric=0.21232073, full_loss_num=76255.78125000, mean_dist=3.10724640, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 24400:, hard_loss_metric=0.56256801, full_loss_metric=0.21335489, full_loss_num=76418.25781250, mean_dist=3.11990047, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 24500:, hard_loss_metric=0.56140453, full_loss_metric=0.21278492, full_loss_num=75443.78125000, mean_dist=3.10783482, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 24600:, hard_loss_metric=0.55987364, full_loss_metric=0.21283905, full_loss_num=75428.92187500, mean_dist=3.12710571, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 24700:, hard_loss_metric=0.56239176, full_loss_metric=0.21350460, full_loss_num=75059.98437500, mean_dist=3.12607121, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.901

iter 24800:, hard_loss_metric=0.55583465, full_loss_metric=0.21225330, full_loss_num=74150.35156250, mean_dist=3.13741302, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.902

iter 24900:, hard_loss_metric=0.55862594, full_loss_metric=0.21291740, full_loss_num=74467.35156250, mean_dist=3.13418603, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

0:21:39.930172
iter 25000:, hard_loss_metric=0.55728060, full_loss_metric=0.21297559, full_loss_num=74664.22656250, mean_dist=3.12878394, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.901

iter 25100:, hard_loss_metric=0.55905920, full_loss_metric=0.21292585, full_loss_num=75812.62500000, mean_dist=3.12922478, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.898

iter 25200:, hard_loss_metric=0.55709630, full_loss_metric=0.21305822, full_loss_num=74936.27343750, mean_dist=3.13412833, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.903

iter 25300:, hard_loss_metric=0.55835474, full_loss_metric=0.21320179, full_loss_num=75236.70312500, mean_dist=3.13634682, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.905

iter 25400:, hard_loss_metric=0.55953455, full_loss_metric=0.21268046, full_loss_num=76261.15625000, mean_dist=3.11790347, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.893

iter 25500:, hard_loss_metric=0.55460620, full_loss_metric=0.21210127, full_loss_num=73911.09375000, mean_dist=3.14262509, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.904

iter 25600:, hard_loss_metric=0.55583471, full_loss_metric=0.21325779, full_loss_num=73869.46875000, mean_dist=3.14417291, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.901

iter 25700:, hard_loss_metric=0.55217963, full_loss_metric=0.21338372, full_loss_num=73981.42187500, mean_dist=3.14950657, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 25800:, hard_loss_metric=0.55693209, full_loss_metric=0.21300983, full_loss_num=74805.86718750, mean_dist=3.15195322, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.900

iter 25900:, hard_loss_metric=0.55278862, full_loss_metric=0.21279660, full_loss_num=74546.27343750, mean_dist=3.14884329, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.900

0:21:40.813498
iter 26000:, hard_loss_metric=0.55104810, full_loss_metric=0.21240500, full_loss_num=73570.40625000, mean_dist=3.15272808, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.906

iter 26100:, hard_loss_metric=0.55047005, full_loss_metric=0.21224990, full_loss_num=73991.14843750, mean_dist=3.15448236, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.903

iter 26200:, hard_loss_metric=0.55509305, full_loss_metric=0.21368925, full_loss_num=72131.97656250, mean_dist=3.16480827, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.900

iter 26300:, hard_loss_metric=0.55174756, full_loss_metric=0.21272603, full_loss_num=73611.85156250, mean_dist=3.15837550, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.901

iter 26400:, hard_loss_metric=0.55522323, full_loss_metric=0.21312726, full_loss_num=74135.88281250, mean_dist=3.15795803, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.900

iter 26500:, hard_loss_metric=0.55182803, full_loss_metric=0.21259676, full_loss_num=73019.38281250, mean_dist=3.16282964, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.903

iter 26600:, hard_loss_metric=0.55306900, full_loss_metric=0.21333340, full_loss_num=73849.61718750, mean_dist=3.15677214, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.899

iter 26700:, hard_loss_metric=0.54960978, full_loss_metric=0.21224068, full_loss_num=73232.96875000, mean_dist=3.15331936, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.905

iter 26800:, hard_loss_metric=0.54864526, full_loss_metric=0.21287583, full_loss_num=72485.15625000, mean_dist=3.16858053, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.900

iter 26900:, hard_loss_metric=0.54923421, full_loss_metric=0.21209450, full_loss_num=72918.32031250, mean_dist=3.16975069, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.907

0:21:38.787458
iter 27000:, hard_loss_metric=0.55003715, full_loss_metric=0.21298333, full_loss_num=73256.89843750, mean_dist=3.17068601, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.896

iter 27100:, hard_loss_metric=0.55061173, full_loss_metric=0.21301302, full_loss_num=72150.35937500, mean_dist=3.17202401, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.903

iter 27200:, hard_loss_metric=0.54863429, full_loss_metric=0.21275191, full_loss_num=71944.07812500, mean_dist=3.18823004, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.906

iter 27300:, hard_loss_metric=0.54943711, full_loss_metric=0.21265760, full_loss_num=72600.67968750, mean_dist=3.18067026, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.904

iter 27400:, hard_loss_metric=0.54927850, full_loss_metric=0.21255745, full_loss_num=73314.59375000, mean_dist=3.18191886, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.903

iter 27500:, hard_loss_metric=0.55039173, full_loss_metric=0.21308587, full_loss_num=72155.61718750, mean_dist=3.18395138, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.904

iter 27600:, hard_loss_metric=0.54853696, full_loss_metric=0.21213813, full_loss_num=73694.17187500, mean_dist=3.16802573, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.905

iter 27700:, hard_loss_metric=0.55107886, full_loss_metric=0.21382166, full_loss_num=72818.46875000, mean_dist=3.19119477, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.901

iter 27800:, hard_loss_metric=0.54957032, full_loss_metric=0.21369818, full_loss_num=73233.29687500, mean_dist=3.18536305, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.906

iter 27900:, hard_loss_metric=0.54792285, full_loss_metric=0.21313189, full_loss_num=72004.71093750, mean_dist=3.18971062, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.901

0:21:40.509180
iter 28000:, hard_loss_metric=0.54676253, full_loss_metric=0.21254784, full_loss_num=72795.19531250, mean_dist=3.18558812, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.904

iter 28100:, hard_loss_metric=0.54839683, full_loss_metric=0.21281105, full_loss_num=72929.06250000, mean_dist=3.17847538, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.905

iter 28200:, hard_loss_metric=0.54924685, full_loss_metric=0.21329834, full_loss_num=73772.81250000, mean_dist=3.19022822, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.907

iter 28300:, hard_loss_metric=0.54694533, full_loss_metric=0.21258293, full_loss_num=73210.85156250, mean_dist=3.18512416, cse_loss_num=nan, lr=0.000300, hard or full='full', correct=0.908

